,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
base_day_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_heavenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_heavenly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_heavenly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_hour_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_hour_current_day,0.0118948,0.0107529,0.00795594,0.0127067,-0.0571444,-0.0159324,-0.0206522,0.00255367,0.0240719,-0.0176252,-0.00909765,0.0240934,-0.00793426,0.0226667,0.0143763,-0.09991,-0.00887442,,,,,,,,,-0.0218685,0.0189398,-0.00125381,,0.0236416,0.0143254,0.0186791,0.0183361,-0.0159324,,0.0172651,0.0199841,,,0.0184862,-0.361985,0.00314507,-0.0281301,0.133413,0.339576,-0.00522292,0.191209,-0.00314507,0.0281301,-0.0950769,-0.296605,0.0184247,0.0335635,-0.0172651,-0.0199841,-0.0335635,-0.0335635,-0.0122237,-0.077942,0.00600029,0.00569941,0.00139992,0.0216274,-0.00909765,-0.0249918,-0.0168883,-0.0211255,-0.0174397,0.00361288,0.0240934,-0.0240934,0.0168883,0.0211255,0.020038,0.0288243,-0.00829696,-0.0188532,-0.00600029,-0.00569941,0.00756121,0.00115522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0335635,-0.06823,0.0324219,0.0174224,,-0.486139,0.0335635,0.0770145,-0.0270018,-0.041261,,0.670098,-0.0335635,-0.1024,0.0324219,0.051978,,0.580095,0.0335635,-0.0381733,0.0270018,-0.0145085,,-0.495596,0.0335635,0.119005,-0.0324219,-0.0232541,,-0.874436,-0.0335635,0.0302545,-0.0270018,0.00575587,0.0256727
cs_base_hour_current_hour_minus,0.457089,0.457363,0.455565,0.452473,0.208085,0.0342275,-0.0447083,-0.00716658,0.15342,-0.171041,-0.658026,0.297834,-0.0800904,0.0230263,-0.0417665,0.0434525,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0342275,,-0.0198776,0.0277763,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,-0.0214565,1,0.0198776,-0.0277763,-1,-1,-0.17628,0.130956,-0.0245532,-0.0657082,-0.360664,0.186312,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0820072,-0.0233338,0.0245532,0.0657082,0.244374,-0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,1,-0.0120352,0.951665,0.0688271,,-0.0159443,1,-0.0366058,-0.775036,0.015065,,0.021034,-1,-0.180301,0.951665,0.0657606,,0.0263659,1,-0.113378,0.775036,0.0416729,,-0.0215206,1,0.331513,-0.951665,-0.105511,,-0.02997,-1,-0.145169,-0.775036,0.00663007,0.45981
cs_base_hour_current_month,0.128055,0.111308,0.123035,0.106345,-0.0831703,0.0117257,0.0489204,-0.0359541,0.0174174,-0.0904793,-0.243827,0.381143,0.168433,0.00148223,0.0413705,-0.0604732,-0.218206,,,,,,,,,-0.204795,0.239835,-0.0715681,,0.0224648,0.209301,0.234436,0.233846,0.0117257,,0.0202727,-0.00608689,,,0.0415194,0.0656423,-0.0448868,-0.021448,0.0127035,-0.0129028,-0.0395596,0.0360105,0.0448868,0.021448,-0.00619652,0.028478,0.0197484,-0.0120352,-0.0202727,0.00608689,0.0120352,0.0120352,-0.0416983,-0.376495,0.128835,-0.0168366,0.186272,0.377627,-0.243827,-0.324418,0.353433,-0.325705,-0.26728,-0.379897,0.381143,-0.381143,-0.353433,0.325705,0.145221,0.359635,0.164237,0.208598,-0.128835,0.0168366,-0.082745,-0.276738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06823,-0.0120352,1,0.115366,0.113264,,0.0366839,-0.0120352,-0.419014,-0.251596,-0.140579,,-0.0400058,0.0120352,0.674013,0.115366,0.0455484,,-0.0768444,-0.0120352,0.544935,0.251596,0.214583,,0.0314995,-0.0120352,-0.494952,-0.115366,-0.156317,,0.078674,0.0120352,-0.868089,-0.251596,-0.169136,0.140484
cs_base_hour_current_year,0.480861,0.480761,0.482895,0.481168,0.142329,0.0344453,-0.0399805,-0.0140394,0.141236,-0.172757,-0.82687,0.557474,-0.0368211,0.0196429,-0.0362355,0.0400609,-0.750811,,,,,,,,,0.240056,0.508474,0.00192465,,-0.00117833,0.530727,0.510548,0.51208,0.0344453,,-0.0238898,0.0256478,,,-0.0382386,-0.0217315,0.00540559,0.00843105,0.0297023,-0.00592754,-0.0139957,0.00325745,-0.00540559,-0.00843105,-0.0210273,0.00466524,-0.0252443,0.951665,0.0238898,-0.0256478,-0.951665,-0.951665,-0.162993,-0.00899528,0.0113796,-0.0134021,-0.396256,0.355193,-0.82687,-0.140626,-0.258092,-0.8108,-0.876858,-0.426801,0.557474,-0.557474,0.258092,0.8108,0.956703,0.467902,-0.0382067,0.0123769,-0.0113796,0.0134021,0.347736,-0.326873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0324219,0.951665,0.115366,1,0.0388894,,-0.0180759,0.951665,-0.134579,-0.93166,0.0662015,,0.0222563,-0.951665,-0.0789534,1,0.0538223,,0.031488,0.951665,-0.0653649,0.93166,0.0981372,,-0.0295355,0.951665,0.305039,-1,-0.172805,,-0.0286989,-0.951665,-0.279933,-0.93166,0.0539099,0.478129
cs_base_hour_current_month_minus,0.112877,0.112439,0.108673,0.10825,0.0539296,-0.0147612,-0.00685625,0.0497866,0.0524053,0.0143536,-0.00873233,-0.0749762,0.0621957,-0.00633304,-0.00906112,-0.152033,-0.0399305,,,,,,,,,0.0998843,0.0283536,0.00906852,,0.0124912,0.0287152,0.0293088,0.0295104,-0.0147612,,0.0410964,-0.0194037,,,-0.00269436,-0.0448142,0.0109622,-0.00118948,0.0253098,0.057707,0.0480921,0.0292504,-0.0109622,0.00118948,-0.044409,-0.0910242,0.0408606,0.0688271,-0.0410964,0.0194037,-0.0688271,-0.0688271,0.027116,0.0803,0.109232,-0.0663008,0.00460212,-0.0729917,-0.00873233,0.104074,-0.110121,0.029104,0.00151761,0.0590091,-0.0749762,0.0749762,0.110121,-0.029104,0.0389693,-0.0834054,0.0989074,-0.297018,-0.109232,0.0663008,0.00060423,0.203967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174224,0.0688271,0.113264,0.0388894,1,,0.027727,0.0688271,-0.182351,0.00140692,-0.639181,,-0.0036499,-0.0688271,0.140013,0.0388894,0.65064,,-0.0431019,0.0688271,0.101528,-0.00140692,0.66612,,0.0399106,0.0688271,-0.188864,-0.0388894,-0.491931,,-0.00127613,-0.0688271,-0.14978,0.00140692,-0.898373,0.11433
cs_base_day_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_day_current_day,-0.00240113,0.00363043,0.00548022,0.00682309,0.0555845,-0.00277656,0.00190431,0.0400035,-0.0181217,0.0459836,0.00352078,-0.0250954,-0.025033,-0.00686302,-0.0289608,0.0523271,-0.00922016,,,,,,,,,0.0349224,-0.0150903,-0.0194006,,-0.0141258,-0.0132621,-0.016603,-0.0163367,-0.00277656,,-0.0164297,-0.00112243,,,-0.0234451,0.281604,0.0109208,0.00994015,0.327353,-0.143064,0.013743,0.167487,-0.0109208,-0.00994015,-0.298312,0.116748,-0.0155175,-0.0159443,0.0164297,0.00112243,0.0159443,0.0159443,0.0441512,0.0872575,-0.0342067,0.0260357,-0.0217525,-0.0227658,0.00352078,0.0302594,0.000708388,0.0170532,0.0110046,0.00204829,-0.0250954,0.0250954,-0.000708388,-0.0170532,-0.00847635,-0.030003,-0.0269021,-0.00381447,0.0342067,-0.0260357,-0.00118136,0.0167625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.486139,-0.0159443,0.0366839,-0.0180759,0.027727,,1,-0.0159443,-0.0328758,0.0183287,0.0290397,,-0.695354,0.0159443,0.0613617,-0.0180759,-0.0140977,,-0.484126,-0.0159443,0.0242952,-0.0183287,0.0365331,,0.581005,-0.0159443,-0.0771566,0.0180759,0.00318708,,0.663843,0.0159443,0.000752165,0.0183287,-0.027557,-0.004659
cs_base_day_current_hour_minus,0.457089,0.457363,0.455565,0.452473,0.208085,0.0342275,-0.0447083,-0.00716658,0.15342,-0.171041,-0.658026,0.297834,-0.0800904,0.0230263,-0.0417665,0.0434525,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0342275,,-0.0198776,0.0277763,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,-0.0214565,1,0.0198776,-0.0277763,-1,-1,-0.17628,0.130956,-0.0245532,-0.0657082,-0.360664,0.186312,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0820072,-0.0233338,0.0245532,0.0657082,0.244374,-0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,1,-0.0120352,0.951665,0.0688271,,-0.0159443,1,-0.0366058,-0.775036,0.015065,,0.021034,-1,-0.180301,0.951665,0.0657606,,0.0263659,1,-0.113378,0.775036,0.0416729,,-0.0215206,1,0.331513,-0.951665,-0.105511,,-0.02997,-1,-0.145169,-0.775036,0.00663007,0.45981
cs_base_day_current_month,-0.125425,-0.113407,-0.140303,-0.122425,0.170072,0.00205994,-0.00695776,-0.017432,-0.0583533,0.0206085,0.266781,-0.272972,0.146131,-0.0225159,-0.00268853,0.0638294,0.129162,,,,,,,,,0.0959334,-0.179557,0.0271971,,0.0102386,-0.21666,-0.177978,-0.178066,0.00205994,,-0.0516372,-0.00763502,,,-0.00263922,-0.0361465,0.0141755,0.0056554,0.0384425,0.012338,-0.0179863,0.0134833,-0.0141755,-0.0056554,-0.043585,-0.00774396,-0.0525713,-0.0366058,0.0516372,0.00763502,0.0366058,0.0366058,0.00205501,0.320913,0.130285,-0.24397,0.292169,-0.15727,0.266781,0.166915,-0.252988,0.283433,0.265038,0.336575,-0.272972,0.272972,0.252988,-0.283433,-0.186116,-0.229947,0.128788,0.246792,-0.130285,0.24397,-0.325016,0.0477078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0770145,-0.0366058,-0.419014,-0.134579,-0.182351,,-0.0328758,-0.0366058,1,0.233586,-0.138968,,0.0471476,0.0366058,-0.673177,-0.134579,0.141095,,0.0408311,-0.0366058,-0.441031,-0.233586,-0.189927,,-0.0302675,-0.0366058,0.568995,0.134579,-0.0995916,,-0.067054,0.0366058,0.622753,0.233586,0.128302,-0.120184
